Concept Name,Concept Description,Concept Question,Possible Responses,Response Guide,Response Mapping
Overall Diner Experience,"The concept 'Overall Diner Experience' captures the comprehensive feeling or satisfaction level of the diner across all aspects of the restaurant experience - be it the food, service, ambiance, or price value. It summarizes the diner's sentiment and could indicate their likelihood to return or recommend the restaurant to others.",How does the diner describe their overall experience at the restaurant?,"['very positive', 'somewhat positive', 'neutral', 'somewhat negative', 'very negative']","{'very positive': 'The diner expressed overall satisfaction from the experience and is likely to return or recommend the restaurant.', 'somewhat positive': 'The diner expressed a generally positive experience but might have mentioned some areas for improvement.', 'neutral': ""The diner's review is neither distinctly positive nor negative, or they didn't explicitly state their overall opinion about the restaurant."", 'somewhat negative': 'The diner expressed a generally negative experience but might have noted some redeeming qualities.', 'very negative': 'The diner expressed a high level of dissatisfaction from the experience and is likely not to return or recommend the restaurant.'}","{'very positive': 2, 'somewhat positive': 1, 'neutral': 0, 'somewhat negative': -1, 'very negative': -2}"
Wait Time,"Wait time refers to the amount of time customers have to wait to be seated or served during their dining experience. This can involve the time it takes for a customer to get a table, the time it takes for their order to be taken, or the time it takes for their food to arrive. Short wait time refers to quick service, while long wait time can refer to slow or inefficient service.",What does the review say about the waiting time?,"['short wait time', 'long wait time', 'not mentioned', 'uncertain']","{'short wait time': 'The review mentions about quick service or less time taken to get a table or food.', 'long wait time': 'The review mentions about slow service or long time taken to get a table or food.', 'not mentioned': 'The review does not mention anything about wait time.', 'uncertain': 'It is hard to determine from the review about the wait time or the comment is vague.'}","{'short wait time': 1, 'long wait time': -1, 'not mentioned': 0, 'uncertain': 0}"
Variety of Food,"The concept 'Variety of Food' encompasses how the reviewer comments about the range of culinary options provided by the restaurant. This refers to the diversity and breadth of the menu including different courses, dietary options, or multiple cuisine offerings. Quality and uniqueness of the dishes can also factor in here. A high variety suggests an impressiveness or satisfaction about the range and uniqueness of options, while a low variety refers to a lack of choice or the repetitiveness of options.",What commentary is given about the variety of food choices?,"['high variety', 'limited variety', 'not mentioned', 'uncertain']","{'high variety': 'Review mentions a broad or impressive selection of dishes, catering to different tastes or dietary needs, or comments about the unique or novel options served.', 'limited variety': 'Review mentions a lack of choice, repetitiveness of menu options or lacks options for specific dietary needs or preferences.', 'not mentioned': 'The variety in food choices or options is not mentioned in the review.', 'uncertain': 'The review is ambiguous or vague and does not clearly establish whether the reviewer found the variety of food options satisfactory or not.'}","{'high variety': 2, 'limited variety': -1, 'not mentioned': 0, 'uncertain': 0}"
Beverage Quality,"'Beverage Quality' refers to the reviewer's opinion on the quality of the beverages they had at the restaurant. This could be related to cocktails, wine, beer, or non-alcoholic drinks, and can include aspects such as taste, serving temperature, presentation, and the skill of the bartender. High-quality beverages are described as flavorful, well-prepared, and well-presented, whereas low-quality beverages may be described as tasteless, poorly presented, or served at an improper temperature.",What does the review say about the quality of the beverages?,"['high', 'low', 'not mentioned', 'uncertain']","{'high': 'Review mentions beverages positively, describing them as delicious, well-prepared, well-presented, or served at the right temperature.', 'low': 'Review mentions beverages negatively, finding them tasteless or poorly prepared, badly presented, or served at an incorrect temperature.', 'not mentioned': 'Review does not mention beverages at all.', 'uncertain': 'Review mentions beverages, but it is unclear whether the opinion is positive or negative.'}","{'high': 1, 'low': -1, 'not mentioned': 0, 'uncertain': 0}"
Food Portion Size,"The 'Food Portion Size' concept refers to the reviewers' mentions of the amount of food served per dish in the restaurant. Larger portions might be seen as generous and of high value, while smaller portions might be seen as inadequate or not worth the price.",What does the review say about the portion size of the food?,"['large', 'adequate', 'small', 'not applicable']","{'large': 'The text mentions that the portion size of the food is larger than expected or above average, which could be seen as offering high value or being very filling.', 'adequate': 'The text indicates that the portion size of the food is just right or adequate, satisfying the diner without being too filling or leaving them hungry.', 'small': ""The text mentions that the portion size of the food is smaller than expected or below average, which could suggest that the diner felt the dish wasn't good value or left them feeling unsatisfied."", 'not applicable': 'The text does not mention anything about the portion size of the food.'}","{'large': 2, 'adequate': 1, 'small': -1, 'not applicable': 0}"
Reservation Ease,"'Reservation Ease' refers to the ease of making a reservation at the restaurant, either through a phone call, website, or third-party platform. It includes factors like response time, availability of preferred timings, and the helpfulness of the staff during the reservation process. An easy reservation process is quick, has high availability of preferred slots, and enabled by friendly staff, whereas a difficult process may involve long waits, limited slots, or unfriendly staff.",How easy was the reservation process as per the reviewer?,"['very easy', 'somewhat easy', 'difficult', 'not mentioned', 'uncertain']","{'very easy': 'The review mentions the reservation process as easy, mentions quick responses, high availability of preferred slots, and helpful staff during the process.', 'somewhat easy': 'The review mentions the reservation process as somewhat easy, it can involve minor issues like slightly longer waiting, fewer preferred slots but does not hinder the process significantly.', 'difficult': 'The review expresses a difficult reservation process, it may include long waits, limited slots, unfriendly staff, or a complex reservation system.', 'not mentioned': 'There are no explicit mentions about the reservation process in the review.', 'uncertain': 'It is difficult to determine how easy the reservation process was from the review.'}","{'very easy': 2, 'somewhat easy': 1, 'difficult': -1, 'not mentioned': 0, 'uncertain': 0}"
Dish Recommendations,'Dish Recommendations' refers to the specific mentions of dishes that the reviewer highly recommends or strongly advises against. The concept covers specific items on the menu rather than general statements about the food quality.,Does the review recommend or discourage specific dishes?,"['recommendation present', 'negative mention', 'no specific dish mention', 'uncertain']","{'recommendation present': 'The text positively mentions specific dishes and recommends trying them.', 'negative mention': 'The text specifically points out certain dishes that failed to meet expectations or were negatively reviewed.', 'no specific dish mention': 'The text does not mention any specific dish or the mention is neutral.', 'uncertain': ""The text is unclear, contradictory, or doesn't provide enough information about specific dishes.""}","{'recommendation present': 1, 'negative mention': -1, 'no specific dish mention': 0, 'uncertain': 0}"
Payment Options," 'Payment Options' refers to the methods of payment the restaurant accepts. This includes cash, credit/debit cards, and any other form of digital payments like mobile wallet apps or gift cards. A restaurant that accepts a wide range of payment options tends to be more convenient for customers.",What does the review say about the payment options of the restaurant?,"['wide variety', 'limited options', 'not mentioned', 'uncertain']","{'wide variety': 'Review mentions that the restaurant accepts a wide range of payment options, making it convenient for customers.', 'limited options': 'Review mentions that the restaurant has limited payment options which could lead to inconvenience for some customers.', 'not mentioned': ""Review does not mention anything about the restaurant's payment options."", 'uncertain': 'It is unclear or ambiguous about what types of payment the restaurant accepts from the review.'}","{'wide variety': 1, 'limited options': -1, 'not mentioned': 0, 'uncertain': 0}"
Meal Specific Reviews,"'Meal Specific Reviews' refers to specific mentions of particular meals (breakfast, lunch, dinner, brunch) in the reviews. It covers if the customer's experience significantly differed because of the time or meal they are reviewing for. A restaurant's performance might differ based on time with different staff, menu options, crowd levels, and overall atmosphere.",Is there a specific mention of a meal time in the review?,"['breakfast', 'lunch', 'dinner', 'brunch', 'no specific meal time', 'uncertain']","{'breakfast': 'The review specifically mentions experiences or dishes related to the breakfast meal.', 'lunch': 'The review specifically mentions experiences or dishes related to the lunch meal.', 'dinner': 'The review mentions experiences or dishes that specifically relate to the dinner meal.', 'brunch': 'The review specifically mentions experiences or dishes related to the brunch meal (late morning to early afternoon meal).', 'no specific meal time': ""The review does not specify any meal time or the experience isn't specifically tied to meal time."", 'uncertain': 'It is not clear if a specific meal time is being referred to in the review.'}","{'breakfast': 1, 'lunch': 2, 'dinner': 3, 'brunch': 4, 'no specific meal time': 0, 'uncertain': -1}"
Special Dietary Offerings,"This concept refers to the restaurant's support for special dietary needs or lifestyles, such as vegan, vegetarian, gluten-free, dairy-free, low-carb, or halal options. It assesses whether the restaurant has a diverse and creative menu that caters to these special needs or if it lacks in this area.",Does the review comment on the availability and variety of special dietary options?,"['high variety', 'limited options', 'not mentioned', 'uncertain']","{'high variety': 'The review mentions a variety of options catering to special diets, such as gluten-free, vegan, vegetarian, halal, or other dietary needs.', 'limited options': 'The review mentions a lack of or limited options for special dietary needs, stating that the menu does not cater well to these diets.', 'not mentioned': 'The review does not mention anything about special dietary offerings.', 'uncertain': ""The review mentions special dietary needs or offerings but it's unclear whether the variety and quality is good or bad.""}","{'high variety': 1, 'limited options': -1, 'not mentioned': 0, 'uncertain': 0}"
Kid-Friendly Environment,"The 'Kid-Friendly Environment' concept refers to any mention in the reviews about the suitability of the restaurant environment for kids or families. This could include mentions of amenities such as high chairs, kid-friendly menus, play areas, or simply the overall welcoming attitude towards families with children.",Does the review mention anything about the restaurant being kid-friendly or suitable for families?,"['kid-friendly', 'not kid-friendly', 'not mentioned', 'uncertain']","{'kid-friendly': 'The review includes positive remarks about the restaurant being suitable for kids or families. This could mention dedicated facilities or amenities for children, a kid-friendly menu, or an overall welcoming atmosphere for families.', 'not kid-friendly': ""The review includes negative remarks about the restaurant being suitable for kids or families. This could be due to a lack of children's facilities, inappropriate atmosphere or a menu not suitable for young diners."", 'not mentioned': 'The review does not mention any information related to child or family suitability of the restaurant.', 'uncertain': 'The review mentions something related to a child-friendly environment, however, it is ambiguous or unclear whether it is positive or negative.'}","{'kid-friendly': 1, 'not kid-friendly': -1, 'not mentioned': 0, 'uncertain': 0}"
Acceptance of Payment Medium,"This concept assesses if the restaurant accepts various modes of payment including gift cards, credit cards, debit cards, digital wallets, and cash. Reviews could express frustration or satisfaction based on the variety of payment mediums accepted.",What does the review say about acceptance and varieties of payment mediums in the restaurant?,"['Wide acceptance', 'Limited acceptance', 'Not mentioned', 'Uncertain']","{'Wide acceptance': 'Review indicates the restaurant accepts a wide variety of payment methods including credit/debit cards, gift cards, cash and may include digital wallets.', 'Limited acceptance': 'Review indicates the restaurant has limited options for payment methods, does not accept certain cards or gift vouchers.', 'Not mentioned': ""The review does not mention anything about the restaurant's acceptance of payment mediums."", 'Uncertain': ""The review mentions the restaurant's acceptance of payment mediums, but it is vague or ambiguous.""}","{'Wide acceptance': 1, 'Limited acceptance': -1, 'Not mentioned': 0, 'Uncertain': 0}"
Server Attentiveness,"The 'Server Attentiveness' concept refers to mentions in the review about the attentiveness and attentiveness of the server during the dining experience. This could include how well the server listened, how frequently the server checked in on the table, and the server's responsiveness to requests or complaints. A positive mention would be an attentive and responsive server, while negative mention could include unresponsive or absent servers.",What does the review say about the attentiveness of the server?,"['positive', 'negative', 'not mentioned', 'uncertain']","{'positive': 'The review mentions the server being attentive and responsive, including frequent check-ins, quick response to requests, or active engagement with the dining experience.', 'negative': 'The review mentions the server being unresponsive or not attentive, including infrequent check-ins, slow response to requests, or not being available when needed.', 'not mentioned': 'The review does not mention the attentiveness of the server at all.', 'uncertain': ""The review might mention server attentiveness but it's unclear or provides both positive and negative aspects.""}","{'positive': 1, 'negative': -1, 'not mentioned': 0, 'uncertain': 0}"
Unique Dining Experience,"The concept 'Unique Dining Experience' refers to any mention in the review of unusually or highly distinct features or experiences provided by the restaurant. These could include signature dishes, themes, live performances, or special interactive services that significantly differentiate this restaurant from others.",Does the review mention any unique dining experiences or distinct features provided by the restaurant?,"['unique experience', 'no unique feature', 'uncertain', 'not mentioned']","{'unique experience': 'The review mentions unusual or highly distinct features or experiences provided by the restaurant. For instance, this could include unique cooking techniques, signature dishes, themed decor, live performances, or special interactive services.', 'no unique feature': 'The review does not mention any unique features or experiences, or suggests that the restaurant offers a typical or standard dining experience with no distinct attributes.', 'uncertain': 'It is difficult to determine from the review whether the restaurant provides unique experiences or features.', 'not mentioned': 'The review does not make any mention of unique experiences or features.'}","{'unique experience': 2, 'no unique feature': -1, 'uncertain': 0, 'not mentioned': 0}"
Food Presentation,"'Food Presentation' captures the reviewer's feelings towards the visual appeal, arrangement, and initial impression of the food served in the restaurant. It takes into consideration aspects such as plating aesthetics, color balance, and garnishing used. A positive presentation imply the food is creatively and cleanly arranged, displaying an inviting look. A negative presentation may involve messy, unappetizing, or sloppy plating.",How does the reviewer perceive the presentation of the food?,"['positive', 'negative', 'uncertain', 'not mentioned']","{'positive': 'The reviewer compliments the food presentation, mentioning aspects like visually appealing, creative arrangement, enticing or professional-looking plating.', 'negative': 'The reviewer criticizes the food presentation, using terms like unappealing look, bland, messy or sloppy arrangement.', 'uncertain': 'The review contains vague or unclear views about the food presentation or there may be conflicting signals making it hard to classify.', 'not mentioned': 'The review does not provide any remarks related to the presentation of the food.'}","{'positive': 1, 'negative': -1, 'uncertain': 0, 'not mentioned': 0}"
Restaurant Price Worthiness,"'Restaurant Price Worthiness' refers to the customer's perception of whether the price paid at the restaurant was worth the overall dining experience. It considers factors such as the quality of the food, service provided, ambiance and environment, and other amenities offered by the restaurant in relation to the price charged. High price worthiness indicates a feeling that the price paid was equal to or less than the value received, whereas low price worthiness suggests the customer feels overcharged for the experience.",Does the review indicate if the customer feels the price paid was worth the dining experience they received at the restaurant?,"['high', 'low', 'uncertain', 'not mentioned']","{'high': ""The review indicates the customer considered the dining experience to be worth the price paid or even a great deal. They may specifically mention aspects like 'excellent value for money', 'worth every penny', or 'great deal.'"", 'low': ""The review indicates the customer considered the price paid to be high as compared to the dining experience. Comments may include phrases like 'overpriced', 'not worth the price', 'expensive for what you get'."", 'uncertain': 'The review is unclear or ambiguous about whether the customer considered the price to be worthy of the dining experience.', 'not mentioned': 'The review does not make any specific mention about whether the customer considered the price to be worthy of the dining experience.'}","{'high': 2, 'low': -2, 'uncertain': 0, 'not mentioned': 0}"
Comments on Restaurant Atmosphere,"This concept refers to the reviewer's feedback on the overall ambiance of the restaurant. It considers elements such as the decor, mood, music, lighting, and cleanliness, which collectively create the restaurant's atmosphere. A positive atmosphere is characterized by a pleasing and relaxing environment, while a negative atmosphere is characterized by a tense, loud, or chaotic environment.",What does the review say about the restaurant's atmosphere?,"['positive', 'negative', 'uncertain', 'not mentioned']","{'positive': ""Review contains positive comments on the restaurant's atmosphere, such as stating the atmosphere was relaxing, the decor was appealing, the lighting was perfect, or the place was clean."", 'negative': ""Review contains negative comments on the restaurant's atmosphere, such as stating the atmosphere was dull, the decor was unappealing, the lighting was too dim or too bright, or the place was unclean."", 'uncertain': ""It's difficult to determine the reviewer's take on the restaurant's atmosphere; the comments are vague or conflicting."", 'not mentioned': ""The review does not mention anything about the restaurant's atmosphere.""}","{'positive': 1, 'negative': -1, 'uncertain': 0, 'not mentioned': 0}"
Food Arrival Timing,"The 'Food Arrival Timing' refers to remarks regarding the timing of food arrival once ordered. This evaluates if the food arrived in a timely manner, early or if it took an unreasonably long time. Timeliness in food service can highly impact the diner's experience and satisfaction level.",How was the timing of food delivery post ordering?,"['Prompt', 'Early', 'Delayed', 'Not mentioned', 'Uncertain']","{'Prompt': 'The food arrived in a reasonable time following the order. Reviewer seems satisfied with the timing.', 'Early': 'The food arrived earlier than expected which might indicate the food was pre-prepared.', 'Delayed': 'The reviewer faced a long waiting time for the food to be served post ordering.', 'Not mentioned': 'The review does not mention anything about the timing of food arrival.', 'Uncertain': 'The review is vague or lack context to determine the time of food delivery.'}","{'Prompt': 1, 'Early': 0, 'Delayed': -1, 'Not mentioned': 0, 'Uncertain': 0}"
Dish-specific Satisfaction,"'Dish-specific Satisfaction' refers to comments or critiques about specific dishes or drinks ordered by the reviewer. It involves aspects like flavor, presentation, uniqueness, and portion sizes of a particular item on the menu. Detailed feedback on specific menu items can provide valuable insights into the quality and reputation of the restaurant's offerings.",What's the reviewer's feedback on a specific dish or drink?,"['very positive', 'somewhat positive', 'neutral', 'somewhat negative', 'very negative', 'not applicable']","{'very positive': 'The reviewer had highly favorable comments about a specific dish or drink, indicating supreme satisfaction with factors such as taste, presentation, uniqueness or portion size.', 'somewhat positive': 'The reviewer had generally positive comments about a particular dish or drink, but there may be slight areas of improvement.', 'neutral': ""The reviewer's comments about the dish or drink are generally average, neither highly satisfied nor disappointed."", 'somewhat negative': 'The reviewer had some issues or was not fully satisfied with a specific dish or drink they ordered.', 'very negative': 'The reviewer expresses significant discontent with a specific dish or drink, indicating noticeable issues with aspects like taste, presentation, uniqueness or portion size.', 'not applicable': 'The review does not mention any specific dish or drink.'}","{'very positive': 2, 'somewhat positive': 1, 'neutral': 0, 'somewhat negative': -1, 'very negative': -2, 'not applicable': 0}"
Diverse Cuisine Offers,"'Diverse Cuisine Offers' refers to the variety and breadth of different types of cuisine the restaurant offers. This could range from offering dishes from multiple regions or countries, to having a mix of conventional and experimental or unique recipes. A high diversity signifies the restaurant caters to a wide array of palate preferences, while a low diversity implies a limited or specific cuisine focus.",What does the review say about the diversity of cuisines offered by the restaurant?,"['high diversity', 'limited diversity', 'no mention of diversity', 'uncertain']","{'high diversity': 'The review mentions a wide variety of different cuisines, dishes from different regions/countries, or a good mix of traditional and unique/experimental dishes.', 'limited diversity': 'The review mentions a limited variety or a specific focus on a singular type of cuisine.', 'no mention of diversity': 'The review does not make any mention of the diversity of cuisines offered by the restaurant.', 'uncertain': ""It is difficult to ascertain the reviewer's opinion on the diversity of cuisines from the review text.""}","{'high diversity': 2, 'limited diversity': -1, 'no mention of diversity': 0, 'uncertain': 0}"
