Concept Name,Concept Description,Concept Question,Possible Responses,Response Guide,Response Mapping
Quality of Drinks,"This concept 'Quality of Drinks' corresponds to the quality of beverage served in the restaurant. This could include flavor, temperature, presentation, variety, as well as creativity in the drink preparation. It can address positive as well as negative beverage experiences discussed in the review.",What is the nature of the comment about the beverages or drinks in the review?,"['excellent drinks', 'average drinks', 'poor drinks', 'no mention of drinks']","{'excellent drinks': 'Review mentions positive aspects of the drinks such as great flavor, variety or excellent preparation.', 'average drinks': 'Review mentions the drinks but does not specify whether they were outstanding or below average.', 'poor drinks': 'Review mentions negative aspects of the drinks such as bad flavor, lack of variety or poor preparation.', 'no mention of drinks': 'The review does not mention drinks or beverages at all.'}","{'excellent drinks': 1, 'average drinks': 0, 'poor drinks': -1, 'no mention of drinks': 0}"
Special Occasion Recognition,"The concept 'Special Occasion Recognition' corresponds to the instances where the restaurant acknowledges and caters to a special occasion such as birthdays, anniversaries, Mother's Day, Valentine's Day, and so on. This can be determined from the review, whether the restaurant made a special effort to celebrate or acknowledge the special occasion, or if there was lack of recognition, which may impact the customer's experience.","Does the review mention a special occasion? If so, how was it handled by the restaurant?","['well recognized', 'ignored/not recognized', 'no special occasion mentioned', 'uncertain']","{'Well recognized': 'The review mentions a special occasion that was well acknowledged or celebrated by the restaurant. This could include complimentary treats, special menus, decorations, wishes, or any other form of recognition that made the special occasion more memorable.', 'Ignored/Not recognized': 'The review mentions a special occasion but also reflects that the restaurant did not make any effort to recognize or celebrate the occasion, leading to a possible diminished dining experience.', 'No special occasion mentioned': 'The review does not mention any special occasion.', 'Uncertain': 'It is unclear from the review whether a special occasion was mentioned or how it was handled by the restaurant.'}","{'Well recognized': 2, 'Ignored/Not recognized': -2, 'No special occasion mentioned': 0, 'Uncertain': 0}"
Returning Customer,"The concept 'Returning Customer' refers to the likelihood or intention of the reviewer to revisit the restaurant in the future. This can be deduced from direct statements expressing a desire to return or indirect indications suggesting satisfaction or dissatisfaction with the overall dining experience, which might influence their decision to return.",Does the review suggest that they are likely to visit the restaurant again?,"['likely to return', 'unlikely to return', 'may or may not return', 'uncertain', 'no mention of returning']","{'likely to return': 'The review clearly indicates that the reviewer is satisfied with their dining experience and expresses a desire to return to the restaurant in the future.', 'unlikely to return': 'The review clearly indicates dissatisfaction with the dining experience and expresses a lack of desire to revisit the restaurant.', 'may or may not return': 'The review suggests mixed feelings about the dining experience and indicates a degree of uncertainty about whether they will return.', 'uncertain': 'The review does not provide enough information to adequately assess the likelihood of the customer returning to the restaurant.', 'no mention of returning': 'The review does not mention or imply anything about the possibility of the customer revisiting the restaurant.'}","{'likely to return': 2, 'unlikely to return': -2, 'may or may not return': 0, 'uncertain': 0, 'no mention of returning': 1}"
Dessert Quality,"Dessert Quality refers to the taste, freshness, preparation, and presentation of the dessert served in the restaurant. This may encompass factors such as overall taste, texture, temperature, balance of flavors, creativity in dessert preparation and presentation, freshness of ingredients, and portion size. A review discussing dessert quality could either appreciate or criticize the dessert served.",What does the review say about the quality of dessert in the restaurant?,"['excellent dessert', 'average dessert', 'poor dessert', 'no mention of dessert']","{'excellent dessert': 'Review mentions positive aspects of the dessert such as taste, presentation, freshness or creativity in preparation.', 'average dessert': ""Review mentions the dessert but doesn't express a strong positive or negative reaction. The dessert may be referred to as 'ok', 'so-so', 'fine' etc."", 'poor dessert': 'Review mentions negative aspects of the dessert such as taste, presentation, freshness or lack of creativity in preparation.', 'no mention of dessert': 'The review does not discuss any aspect of the dessert.'}","{'excellent dessert': 2, 'average dessert': 1, 'poor dessert': -1, 'no mention of dessert': 0}"
Food Presentation,"'Food Presentation' refers to the visual aspect of food served in the restaurant. It could encompass factors like plating technique, the use of colors and textures, garnishing, the arrangement of food, and other aesthetic aspects of the dish presentation. Positive and negative experiences related to food presentation are discussed in the review.",What does the review say about the presentation of the food?,"['excellent presentation', 'average presentation', 'poor presentation', 'no mention of presentation']","{'excellent presentation': 'The review mentions the food being appealing, well-arranged, attractively garnished, or eye-catching in general. The aesthetic aspects of food presentation are highly appreciated.', 'average presentation': 'The review mentions the food presentation being decent, satisfactory, but nothing exceptional. Basic standards of food presentation are met.', 'poor presentation': 'The review mentions the food looking unappealing, messy, or unattractive. The food presentation negatively impacted the dining experience.', 'no mention of presentation': ""The review does not mention the food's presentation at all.""}","{'excellent presentation': 2, 'average presentation': 1, 'poor presentation': -1, 'no mention of presentation': 0}"
Quality of Atmosphere,"The concept 'Quality of Atmosphere' refers to the overall feel and mood generated within the restaurant. This might include elements such as decor, lighting, space, cleanliness and even crowd dynamics. Depending upon the reviewers' personal preferences, these factors might significantly contribute towards their overall dining experience at the restaurant.",What are the impressions of the reviewer about the restaurant's overall atmosphere?,"['very inviting', 'somewhat inviting', 'not inviting', 'no mention of atmosphere', 'uncertain']","{'very inviting': ""The text describes the atmosphere as enticing, warm, lively, or particularly appealing. Positive adjectives and emotional reactions to the restaurant's atmosphere are present."", 'somewhat inviting': 'The text depicts a somewhat pleasant or acceptable atmosphere of the restaurant, although there may be potential room for improvement or mixed reviews.', 'not inviting': 'The text describes an atmosphere that is uncomfortable, unappealing, or undesirable. There might be criticisms relating to elements like improper lighting, uncomfortable seating, lack of cleanliness, etc.', 'no mention of atmosphere': 'The review does not mention or make any inference about the atmosphere of the restaurant.', 'uncertain': 'The text is inconclusive or uncertain about the atmosphere of the restaurant. The text may display ambiguity or lack of detail.'}","{'very inviting': 2, 'somewhat inviting': 1, 'not inviting': -2, 'no mention of atmosphere': 0, 'uncertain': 0}"
Unmet Expectations,"The 'Unmet Expectations' concept captures instances where the reviewer's expectations from the restaurant fell short, not necessarily constrained to the food. It could include elements such as the service, ambiance, pricing, portion size, menu variety or overall restaurant experience. Detailed dissatisfaction or hints at mismatch between expectation and reality could be indicative of lower restaurant rating.",Did the restaurant fall short of the reviewer's expectations?,"['Significantly Below Expectations', 'Slightly Below Expectations', 'Met Expectations', 'No Mention of Expectations']","{'Significantly Below Expectations': 'The reviewer has clearly expressed a significant degree of disappointment or dissatisfaction, suggesting a considerable gap between the expected and actual experience.', 'Slightly Below Expectations': 'The reviewer indicates a mild level of dissatisfaction or a minor shortfall in expectations.', 'Met Expectations': 'The reviewer has indicated that their expectations were met adequately, or there’s no comparison drawn between expectations and the actual experience.', 'No Mention of Expectations': ""The text does not make any mention or hint towards the reviewer's prior expectations or the disparity between expected and actual experiences.""}","{'Significantly Below Expectations': -2, 'Slightly Below Expectations': -1, 'Met Expectations': 1, 'No Mention of Expectations': 0}"
Value for Money,"The concept 'Value for Money' refers to the perceived fairness or adequacy of the restaurant's prices compared to the quality of food, service, and overall dining experience provided. It represents the customer's sense of satisfaction or dissatisfaction with what they received in relation to what they paid.",What does the review say about the Value for Money at the restaurant?,"['Great Value', 'Fair Value', 'Poor Value', 'No Mention of Value', 'Uncertain']","{'Great Value': 'The reviewer suggests that the quality of food, service, and overall dining experience provided by the restaurant significantly exceeded the price they paid.', 'Fair Value': 'The reviewer suggests that the quality of food, service, and overall dining experience provided by the restaurant reasonably matched the price they paid.', 'Poor Value': 'The reviewer suggests that the price they paid at the restaurant was not justified by the quality of food, service, and overall dining experience received.', 'No Mention of Value': 'The review does not comment on or provide sufficient information to assess the Value for Money of the restaurant.', 'Uncertain': 'The review provides contradictory or unclear information about the Value for Money of the restaurant.'}","{'Great Value': 2, 'Fair Value': 1, 'Poor Value': -1, 'No Mention of Value': 0, 'Uncertain': 0}"
Expectation Fulfilment,"'Expectation Fulfilment' refers to the reviewer's perception of whether the restaurant lived up to their expectations. These expectations could be related to the food quality, service, ambiance, pricing or an overall dining experience shaped by prior information, reputation, or personal criteria.",Does the review indicate that the restaurant met the reviewer's expectations?,"['Exceeded Expectations', 'Met Expectations', 'Did Not Meet Expectations', 'No Mention of Expectations', 'Uncertain']","{'Exceeded Expectations': ""The review indicates that the restaurant surpassed the reviewer's expectations in aspects like food, service, decor, prices, or overall vibe."", 'Met Expectations': ""The review indicates that the restaurant met the reviewer's expectations, satisfactorily matching their anticipation in all dining aspects."", 'Did Not Meet Expectations': ""The review suggests that the restaurant fell short of the reviewer's expectations in certain or all aspects of the dining experience."", 'No Mention of Expectations': 'The review does not mention any prior expectations.', 'Uncertain': ""The review is ambiguous or nebulous on whether the restaurant lived up to the reviewer's expectations.""}","{'Exceeded Expectations': 2, 'Met Expectations': 1, 'Did Not Meet Expectations': -1, 'No Mention of Expectations': 0, 'Uncertain': 0}"
Food Consistency,"Food consistency refers to the regularity or stability in the preparation, taste, and presentation of food. It encompasses factors such as the consistency of the dish between servings, on repeat visits, or as compared to previous experiences. A restaurant with consistent food quality would deliver a consistent dining experience, while inconsistency in food quality could lead to varied experiences that may affect the overall rating.",What does the review say about the consistency of the food at the restaurant?,"['consistent', 'inconsistent', 'uncertain', 'no mention']","{'consistent': 'The review specifically mentions that the food was consistent in terms of quality, taste, and presentation. This could refer to repeated experiences or comparisons to previous experiences.', 'inconsistent': 'The review specifically mentions that the food was inconsistent. This implies that there was a noticeable variance in quality, taste, or presentation during the dining experience or compared to previous experiences.', 'uncertain': 'It is uncertain from the review whether the food is consistent or inconsistent. The text might be vague, ambiguous, or lack sufficient context.', 'no mention': 'The review makes no mention of food consistency.'}","{'consistent': 1, 'inconsistent': -1, 'uncertain': 0, 'no mention': 0}"
Change in Quality Over Time,"'Change in Quality Over Time' refers to the reviewer's indication of how the food quality, service, or overall dining experience have evolved over repeat visits. Reviewers may denote that the quality has improved, deteriorated, or stayed consistent.",Does the review indicate any change in restaurant quality over time?,"['Improved over time', 'Deteriorated over time', 'Consistent quality', 'No Mention', 'Uncertain']","{'Improved over time': 'The review mentions a positive change in the food quality, service or overall dining experience over time or over several visits.', 'Deteriorated over time': 'The review mentions a negative change in the food quality, service or overall dining experience over time or over several visits.', 'Consistent quality': 'The review notes that the quality of food, service, or overall dining experience has remained generally the same across multiple visits.', 'No Mention': 'The review does not mention any change in quality over time or recurring visits to the restaurant.', 'Uncertain': 'It is not clear from the review whether there have been any changes in the quality of food, service, or overall dining experience over time.'}","{'Improved over time': 2, 'Deteriorated over time': -2, 'Consistent quality': 1, 'No Mention': 0, 'Uncertain': 0}"
Space and Comfort,"The concept 'Space and Comfort' refers to the feeling of wellbeing, relaxation and satisfaction developed on account of well managed, ample spaced and comfortable seating arrangements in the restaurant. It could be influenced by factors like table spacing, comfortable chairs, smooth movement without jostling around and a spacious feel to the layout.",How does the review describe the feeling of space and comfort at the restaurant?,"['very comfortable', 'comfortable', 'uncomfortable', 'no mention of space and comfort', 'uncertain']","{'very comfortable': 'Review clearly indicates customer satisfaction levels being high due to ample space, properly spaced tables and comfortable seating.', 'comfortable': 'Review indicates a satisfactory level of comfort and space but not exceptionally high or rave reviews about it.', 'uncomfortable': 'Review states discomfort caused due to lack of space, cramped seating or closely arranged tables causing inconvenience.', 'no mention of space and comfort': 'The review does not mention about space and comfort in the restaurant at all.', 'uncertain': 'The review mentions about space and comfort but is ambiguous or unclear about the positive or negative experience.'}","{'very comfortable': 2, 'comfortable': 1, 'uncomfortable': -1, 'no mention of space and comfort': 0, 'uncertain': 0}"
Price to Quality Ratio,"The 'Price to Quality Ratio' concept refers to the perceived balance between the quality of the food or experience and the monetary cost of it. This doesn't directly address whether the restaurant is cheap or expensive, but rather whether the cost is justified by the quality. This can provide insight into a potential cause for dissatisfaction - overpricing in relation to quality might be a strong negative factor, even if both the price and quality are high.",Does the reviewer consider the price to be appropriate in relation to the quality of the food/experience?,"['good value', 'fair value', 'poor value', 'no mention of price to quality ratio', 'uncertain']","{'good value': ""The cost of the food/experience is justified by strong quality. Price may be low or high, but the quality matches or exceeds it in the reviewer's eyes."", 'fair value': 'The cost of the food/experience is generally matched by the quality. Price and quality are at a similar level, neither exceeding the other significantly.', 'poor value': ""The cost of the food/experience isn't justified by the quality. Price may be low or high, but the quality is considered not adequate for it."", 'no mention of price to quality ratio': 'The review does not mention or give any indication of the price-quality ratio.', 'uncertain': 'The review mentions price and/or quality but it is unclear or ambiguous as to how the reviewer feels these two factors balance.'}","{'good value': 2, 'fair value': 1, 'poor value': -1, 'no mention of price to quality ratio': 0, 'uncertain': 0}"
Authenticity of Cuisine,"The concept 'Authenticity of Cuisine' refers to the perceived faithfulness in the preparation, taste, and overall presentation of the traditional cuisine served by the restaurant as mentioned in the reviews. It could involve the use of traditional recipes, ingredients, and cooking methods.",Does the review suggest that the cuisine served by the restaurant is authentic to its origin?,"['very authentic', 'somewhat authentic', 'not authentic', 'no mention of authenticity', 'uncertain']","{'very authentic': 'Review suggests that the food is highly authentic to its origin with use of traditional recipes, ingredients, and cooking methods.', 'somewhat authentic': 'Review suggests that the food is somewhat authentic as it may have some traditional characteristics but not entirely traditional in nature.', 'not authentic': 'Review suggests that the food is not authentic and does not represent traditional elements of the cuisine.', 'no mention of authenticity': 'The review does not mention anything about the authenticity of the food.', 'uncertain': 'The review is ambiguous or vague about the authenticity of the food.'}","{'very authentic': 2, 'somewhat authentic': 1, 'not authentic': -1, 'no mention of authenticity': 0, 'uncertain': 0}"
Value of Dining Experience,"The 'Value of Dining Experience' concept refers to the overall perceived value or satisfaction derived from both tangible and intangible aspects of dining in the restaurant. These could include the quality and taste of the food, the level of service, the restaurant ambiance, or the overall dining experience.",How does the review describe the overall value of the dining experience?,"['Exceeded Value', 'Fair Value', 'Poor Value', 'Not mentioned']","{'Exceeded Value': 'The reviewer feels the experience in the restaurant exceeded their expectations in terms of both tangible and intangible aspects, and they perceive it as good value for their money.', 'Fair Value': 'The reviewer thinks the overall dining experience was as expected for the price paid. The food, services, ambiance, etc., were satisfactory, resulting in a fair value for their money.', 'Poor Value': 'The review suggests that the restaurant services, food, and overall experience did not justify the price paid - the reviewer perceives it as poor value for their money.', 'Not mentioned': 'The review does not explicitly mention or suggest anything about the perceived value of the dining experience.'}","{'Exceeded Value': 2, 'Fair Value': 1, 'Poor Value': -2, 'Not mentioned': 0}"
Quality of Decor,"The 'Quality of Decor' concept pertains to the visual appeal, aesthetic design, and overall elements that contribute to the restaurant's interior. This can include the quality of the furniture, color scheme, artwork, design elements, and theme of the restaurant as mentioned in the review. The perceived quality of decor can greatly influence the overall dining experience and thus correlate closely to the overall rating.",What is the reviewer's perception of the decor of the restaurant?,"['Poor Decor', 'Unimpressive Decor', 'Decent Decor', 'Impressive Decor', 'No Mention of Decor', 'Uncertain']","{'Poor Decor': 'The description implies dissatisfaction with the decor, indicating that it is outdated, ugly, or lacking in some way.', 'Unimpressive Decor': 'The decor is described in a way that suggests it is plain, ordinary, or fails to make a strong impression.', 'Decent Decor': 'The decor is not necessarily outstanding, but is consistently described in a positive or satisfactory manner.', 'Impressive Decor': ""The restaurant's decor is described in glowing terms, suggesting a captivating, beautiful, or uniquely appealing visual atmosphere."", 'No Mention of Decor': 'The review does not mention or discuss the decor of the restaurant.', 'Uncertain': ""It is difficult to determine the reviewer's perception of decor based on the information provided.""}","{'Poor Decor': -2, 'Unimpressive Decor': -1, 'Decent Decor': 0, 'Impressive Decor': 1, 'No Mention of Decor': 0, 'Uncertain': 0}"
Pricing Perception,The concept 'Pricing Perception' refers to the reviewer's perception of the prices at the restaurant. This could range from the reviewer finding the pricing to be fair or reasonable to finding it excessively high or low for the food and service offered. This perception could impact the overall dining experience and influence the rating the reviewer gives to the restaurant.,How does the reviewer perceive the pricing at the restaurant?,"['reasonable pricing', 'overpricing', 'underpricing', 'no mention of pricing', 'uncertain']","{'reasonable pricing': 'The reviewer perceives the pricing at the restaurant to be fair, justifiable, or reasonable for the quality of food and service provided.', 'overpricing': 'The reviewer feels the prices at the restaurant are too high or excessive in relation to the quality of food and service offered.', 'underpricing': 'The reviewer finds the prices at the restaurant to be surprisingly low or budget-friendly compared to the quality of food and service they received.', 'no mention of pricing': ""The review does not provide any explicit description or opinion about the restaurant's pricing."", 'uncertain': 'It is unclear or ambiguous how the reviewer perceives the pricing at the restaurant. The statements about pricing are vague or lack sufficient context.'}","{'reasonable pricing': 2, 'overpricing': -2, 'underpricing': 1, 'no mention of pricing': 0, 'uncertain': 0}"
Complaint Resolution,"The concept 'Complaint Resolution' refers to instances where the reviewer mentions having an issue or problem during their dining experience and how it was addressed by the restaurant staff or management. This includes issues related to food, service, or environment. Effective resolution can have a significant impact on the dining experience and subsequent rating.",How did the restaurant handle a complaint or problem mentioned in the review?,"['effectively resolved', 'ineffectively resolved', 'no complaint mentioned', 'uncertain']","{'effectively resolved': 'The reviewer mentions a problem which was effectively addressed and resolved by the restaurant staff or management.', 'ineffectively resolved': 'The reviewer mentions a problem which was not adequately addressed or was ignored by the restaurant staff or management.', 'no complaint mentioned': 'The review does not mention any particular complaint or problem during the dining experience.', 'uncertain': ""It's unclear whether a complaint was effectively resolved or not, due to lack of details or direct analysis.""}","{'effectively resolved': 2, 'ineffectively resolved': -2, 'no complaint mentioned': 0, 'uncertain': 0}"
Food Temperature,This concept 'Food Temperature' refers to the temperature of the food as served in the restaurant. It could encompass whether the food was appropriately hot or cold as per the nature of the dish or it was served cold when it should be hot and vice versa. Compliments or complaints about the food temperature can be a telling factor on the reviewer's overall dining experience and affect their rating.,What does the review say about the temperature of the food?,"['appropriately hot', 'appropriately cold', 'supposedly hot but served cold', 'supposedly cold but served hot', 'no mention of food temperature', 'uncertain']","{'appropriately hot': 'The food that is expected to be served hot was indeed served hot.', 'appropriately cold': 'The food that is expected to be served cold was indeed served cold.', 'supposedly hot but served cold': 'The food that was supposed to be hot was served cold;', 'supposedly cold but served hot': 'The food that was supposed to be cold was served hot.', 'no mention of food temperature': 'The review does not mention anything about the temperature of the food.', 'uncertain': 'It is difficult to determine the temperature of the food based on the review.'}","{'appropriately hot': 1, 'appropriately cold': 1, 'supposedly hot but served cold': -1, 'supposedly cold but served hot': -1, 'no mention of food temperature': 0, 'uncertain': 0}"
Appropriateness of Pricing,"The concept 'Appropriateness of Pricing' refers to the fairness of prices at the restaurant in relation to the overall food quality, ambiance and service. This could be whether the diner feels that the prices were inflated or reasonably set based on the dining experience.",How does the reviewer perceive the pricing at the restaurant?,"['appropriate', 'slightly overpriced', 'overpriced', 'uncertain', 'no mention of pricing']","{'appropriate': 'The review indicates that the pricing at the restaurant is fair and reasonable given the quality of food, service and ambiance offered.', 'slightly overpriced': 'The review suggests that the pricing at the restaurant is slightly higher than what is perceived as fair for the quality of food, service and ambiance.', 'overpriced': 'The review mentions that the pricing at the restaurant is significantly high in relation to the quality of food, service and ambiance.', 'uncertain': ""It's not clear from the review how the diner perceives the pricing at the restaurant. The text might be vague, ambiguous, or lack sufficient context."", 'no mention of pricing': 'The review does not mention anything about the pricing at the restaurant.'}","{'appropriate': 2, 'slightly overpriced': 1, 'overpriced': -1, 'uncertain': 0, 'no mention of pricing': 0}"
