Concept Name,Concept Description,Concept Question,Possible Responses,Response Guide,Response Mapping
Rushing Customer Experience,"'Rushing Customer Experience' is a measure of how relaxed or pressed a customer feels during their time in the restaurant. This encompasses several factors such as the staff's speed of service, the time between different courses and the waiting time for the customer's table to be ready. This could also include whether the customer felt pressured to leave early or that they had to rush their meal.",Did the customer mention feeling rushed during their experience at the restaurant?,"['felt rushed', 'did not feel rushed', 'mixed feelings', 'not mentioned']","{'felt rushed': ""The customer expresses that they felt rushed during their dining experience. Indicators might include phrases such as 'we were being rushed', 'they wanted us to leave early', or 'not enough time between courses'."", 'did not feel rushed': ""The customer clearly states that they had a relaxed dining experience with enough leeway in time. Phrases here could include 'we were not rushed', 'we had enough time to enjoy our meal', or even general positive reviews about their leisurely experience without explicitly mentioning being rushed."", 'mixed feelings': 'The review includes instances of both feelings of being rushed and also times when they were relaxed. The reviewer might mention being hurried through one portion of the meal but had ample time otherwise.', 'not mentioned': ""No indications were given in the review about the customer's time experience, neither rushed nor leisurely.""}","{'felt rushed': -1, 'did not feel rushed': 1, 'mixed feelings': 0, 'not mentioned': 0}"
Meal pacing,"'Meal pacing' refers to the perceived flow and timing of the meal, addressing factors such as waiting times for food, the intervals between different courses, and how synchronized the serving of dishes was. Good pacing adds to the diners' enjoyment of their meal by ensuring they don't feel rushed, nor do they feel like they're waiting too long.",How does the reviewer perceive the pacing of the meal?,"['too rushed', 'slow or delayed', 'just right', 'not mentioned', 'uncertain']","{'too rushed': 'The reviewer indicates a sense of being rushed through their meal, with courses coming out too quickly or feeling pressured to finish their food faster than comfortable.', 'slow or delayed': 'The reviewer expresses dissatisfaction with long waiting times for food, slow service, or a substantial amount of idle time between the serving of different courses.', 'just right': ""The reviewer mentions that the pacing of the meal was well-timed, with appropriate intervals between courses, and didn't feel rushed or delayed."", 'not mentioned': 'The review does not mention anything related to the pacing of the meal.', 'uncertain': ""It's unclear from the reviewer's comments about their experience of the meal's pacing.""}","{'too rushed': -2, 'slow or delayed': -1, 'just right': 1, 'not mentioned': 0, 'uncertain': 0}"
Music Experience,"Music Experience refers to the customer's perception of the music played in the restaurant. This can include factors such as volume, genre, and how it influences the overall ambiance of the restaurant.",What was the reviewer's reaction to the music in the restaurant?,"['positive', 'negative', 'neutral', 'no mention']","{'positive': 'The reviewer enjoyed the music played. They may mention that it added to the ambiance or created a more enjoyable dining experience.', 'negative': 'The reviewer did not enjoy the music. They may complain about the genre of music, volume levels, or that the music was disruptive to the dining experience.', 'neutral': 'The reviewer mentioned the music but does not express any strong feelings about it.', 'no mention': 'The reviewer does not mention the music at all in the review.'}","{'positive': 2, 'negative': -2, 'neutral': 0, 'no mention': 0}"
Table Spacing,"'Table Spacing' refers to how customers perceive the distance and arrangement of tables in the restaurant. A good table spacing ensures customers' comfort and privacy during dining experience, while inadequate table spacing may make customers feel cramped, lacking privacy and negatively impact their overall dining experience.",What does the review say about the table arrangement and space in the restaurant?,"['spacious', 'cramped', 'not mentioned', 'uncertain']","{'spacious': 'Review mentions that the tables were well spaced out, allowing for sufficient privacy and comfort.', 'cramped': 'Review mentions that the tables were too close to each other, leading to a lack of personal space or privacy.', 'not mentioned': 'The review does not mention anything about the table spacing.', 'uncertain': ""It's unclear or ambiguous from the review about the table spacing.""}","{'spacious': 1, 'cramped': -1, 'not mentioned': 0, 'uncertain': 0}"
Waiting Time,"'Waiting Time' refers to the amount of time customers have to wait for their table, food, or any service in the restaurant. This could involve wait time to be seated, time taken to receive the menu, time taken to place the order and receive food, or the wait time to get the bill. Excessive waiting times can lead to customer dissatisfaction and impact the overall dining experience.",What does the review mention about the waiting time in the restaurant?,"['long wait', 'acceptable wait', 'no wait', 'not mentioned']","{'long wait': ""The review mentions that there was a significant amount of time the customers had to wait, be it for getting a table, placing the order, receiving the food, or paying the bill. Any delays that adversely impacted the customer's dining experience fall into this category."", 'acceptable wait': 'The review indicates that the customers had to wait, but it was within acceptable limits. This could translate to average waiting times for a table, quick to average time to receive food and other services.', 'no wait': 'The review suggests that the customers did not have to wait excessively for anything. This means the services were prompt and efficient.', 'not mentioned': ""The review does not mention anything about the waiting time or delays in the restaurant's services.""}","{'long wait': -2, 'acceptable wait': 0, 'no wait': 1, 'not mentioned': 0}"
Customer Expectations,"This concept refers to the level at which a restaurant has met or failed to meet the customer's expectations. This could be based on the customer's previous experiences at the same restaurant, the reputation of the restaurant, or the customer's own personal standards. Meeting or exceeding customer's expectations often results in positive reviews, while falling short of these expectations can often lead in negative reviews.",How does the customer's review reflect their expectations for their dining experience?,"['exceeds expectations', 'meets expectations', 'below expectations', 'not mentioned']","{'exceeds expectations': ""The customer indicates that their dining experience was better than what they expected. For instance, they might mention being 'pleasantly surprised' or finding the restaurant 'better than expected'."", 'meets expectations': ""The customer's review implies that their dining experience was in line with their expectations. They may not express overt surprise or disappointment, but mention that the restaurant was 'as expected'."", 'below expectations': ""The customer implies or directly states that their dining experience fell short of their expectations. They may express disappointment, use comparative phrases like 'not as good as before' or 'not as good as I thought', or mention unmet expectations."", 'not mentioned': 'The customer does not provide enough information to determine whether their expectations were met or unmet.'}","{'exceeds expectations': 2, 'meets expectations': 1, 'below expectations': -1, 'not mentioned': 0}"
Staff Attentiveness,"The 'Staff Attentiveness' concept refers to the extent to which restaurant staff was attentive to customers' needs. This could include how well they listened and responded to requests, provided necessary services without being asked, and whether they made customers feel prioritized and well cared for.",What does the review say about the attentiveness of the restaurant staff?,"['very attentive', 'somewhat attentive', 'not attentive', 'not mentioned']","{'very attentive': ""The review indicates that the restaurant staff paid close attention to the customers' needs, quickly responded to requests, and ensured the customers were well cared for."", 'somewhat attentive': 'The review suggests that the restaurant staff was somewhat observant and responsive, but there may have been instances where the customers needed to seek attention or ask several times.', 'not attentive': 'The review describes the restaurant staff as inattentive and customers felt ignored or not well attended to.', 'not mentioned': 'The review does not mention the attentiveness of the restaurant staff.'}","{'very attentive': 2, 'somewhat attentive': 1, 'not attentive': -1, 'not mentioned': 0}"
Customer Treatment,"'Customer Treatment' refers to the way customers feel they have been dealt with in terms of respect, appreciation, and welcoming. A good customer treatment would be characterized by politeness, empathic listening, and satisfying service, while a bad customer treatment could be featured by rude manners, neglect, or disrespect.",How was the customer treatment experience as per the review?,"['positive', 'negative', 'mixed', 'not mentioned']","{'positive': 'The customer felt seen and treated well by the staff and the management. Customer felt appreciated, respected, and welcomed.', 'negative': 'The customer had a feeling of being neglected, disrespected, ignored, or not appreciated by the staff or management.', 'mixed': 'The review mentions both good and bad aspects of the customer treatment.', 'not mentioned': ""There is no mention of the customer's perception of their treatment by the staff or management.""}","{'positive': 1, 'negative': -1, 'mixed': 0, 'not mentioned': 0}"
Timeliness of Service,"Timeliness of Service refers to the perceived speed and efficiency of the service provided at the restaurant. It encapsulates the pace at which orders were taken and food was served, responsiveness of the wait staff, and delays if any. Good timeliness can enhance the dining experience, while slow or delayed service can cause frustration and negatively impact the overall experience.",What does the review mention about the speed and efficiency of service at the restaurant?,"['fast and efficient', 'average', 'slow or delayed', 'no mention']","{'fast and efficient': 'The review mentions that the service was quick, orders were taken and served promptly, wait staff was highly responsive.', 'average': 'The service was neither particularly fast nor slow, but met the standard service times. There may be minor delays or slow responses, but not significantly impacting the overall experience.', 'slow or delayed': 'The review mentions a significant delay in order placement or receiving food, slow responses or service from wait staff. This may involve mention of specific instances of delays or slow service.', 'no mention': 'The review does not make any particular mention about the speed and efficiency of the service.'}","{'fast and efficient': 2, 'average': 1, 'slow or delayed': -1, 'no mention': 0}"
Food Temperature,"'Food Temperature' refers to the reviewer's comments about the temperature of the food served in the restaurant. Whether served hot or cold, the temperature of food is crucial for certain dishes. Food which is meant to be served hot can be too cold or lukewarm and food which is meant to be served cold can be warmer than expected. The temperature at which the food is served can can affect not only the food's taste but also the overall dining experience.",What does the review say about the temperature of the food served?,"['hot', 'cold', 'lukewarm', 'not mentioned']","{'hot': 'Review mentions that the food was hot or warm just as expected or preferred, suggesting a positive experience regarding food temperature.', 'cold': 'Review mentions that the food was cold or cooler than expected, suggesting a negative experience regarding food temperature.', 'lukewarm': 'Review mentions that the food was neither too hot nor too cold, rather it was lukewarm or medium temperature, which may suggest a neutral or negative experience depending on the context.', 'not mentioned': 'Review does not mention anything about the temperature of the food served.'}","{'hot': 2, 'cold': -2, 'lukewarm': 0, 'not mentioned': 0}"
Special Occasions,"This concept refers to mention of the restaurant visit being for a special occasion, such as birthdays, anniversaries, Mother’s Day, Valentine’s Day, etc. The choice of restaurant for such occasions usually carries high expectations and the evaluation could be heavily weighted on whether those expectations are met.","Is the visit to the restaurant for a special occasion and if yes, were the customer’s expectations met?","['special occasion - expectations met', 'special occasion - expectations not met', 'regular visit', 'not mentioned']","{'special occasion - expectations met': 'The review mentions that the visit to the restaurant was for a special occasion and clearly indicates that the experience met or exceeded expectations.', 'special occasion - expectations not met': 'The review mentions that the visit to the restaurant was for a special occasion and clearly indicates that the experience did not meet expectations.', 'regular visit': 'The review does not mention any special occasion and treats the visit as a regular dining experience.', 'not mentioned': 'The review does not provide clear information on whether the visit was for a special occasion or a regular visit.'}","{'special occasion - expectations met': 2, 'special occasion - expectations not met': -2, 'regular visit': 1, 'not mentioned': 0}"
Menu Complexity,"Menu Complexity refers to the customer's perception of the complexity, clarity or difficulty in understanding the restaurant's menu items. This could involve aspects such as the range and diversity of dishes, use of technical culinary terms, arrangement & presentation of the menu, or presence of unique or unfamiliar dishes.",What does the review say about the complexity of the restaurant's menu?,"['Too complex', 'Simple and straightforward', 'Balanced variety', 'Not mentioned']","{'Too complex': ""The reviewer felt overwhelmed, confused, or unclear about the restaurant's menu due to large offering of food items, unfamiliar or technical culinary terms etc. Example: 'Overly complicated menu, took me a while to understand what each dish was.'"", 'Simple and straightforward': ""The reviewer found the restaurant's menu to be easy to understand, with clear dish names, descriptions, pricing etc. Example: 'The simple straightforward menu was a relief, easy to pick a dish.'"", 'Balanced variety': ""The reviewer felt the menu was well composed, had a good variation of options, was not too extensive or confusing, and finding a preferred dish was relatively straightforward. Example: 'Menu was a balanced variety, not too overwhelming nor too limited.'"", 'Not mentioned': ""The review does not mention or give any insight about the complexity or simplicity of the restaurant's menu.""}","{'Too complex': -1, 'Simple and straightforward': 1, 'Balanced variety': 1, 'Not mentioned': 0}"
Restaurant Crowd,"'Restaurant Crowd' refers to the customer's comments on the amount of crowd or the occupancy level at the restaurant at the time of their visit. This could affect their dining experience in several ways, including longer wait times, noise levels, service quality, and overall comfort.",How would you describe the crowd level in the restaurant at the time of the reviewer's visit?,"['very crowded', 'moderately occupied', 'not crowded', 'not mentioned']","{'very crowded': 'The review mentions that the restaurant was full, possibly leading to prolonged wait times, increased noise levels, or hindered service.', 'moderately occupied': 'The review suggests that the restaurant had a fair amount of customers, not too crowded or too empty. The service and overall experience could potentially be balanced.', 'not crowded': 'The review indicates that the restaurant was not occupied much at the time of visiting, which could mean prompt service and quieter ambiance.', 'not mentioned': 'The review does not mention anything about the crowd at the restaurant.'}","{'very crowded': -2, 'moderately occupied': 1, 'not crowded': 2, 'not mentioned': 0}"
Presentation of Food,"Presentation of food refers to the arrangement, look and overall visual appeal of the dish served. It includes how attractively and creatively a dish is plated and garnished. A well-presented dish could enhance the dining experience and increase customer's satisfaction, while sloppy or unattractive presentation may impart a negative impression even before the first bite.",What does the review say about the presentation of the food?,"['positive', 'negative', 'mixed', 'not mentioned']","{'positive': 'The review praises the food presentation, mentioning aspects such as attractive plating, creative display or appealing garnishing.', 'negative': 'The review criticizes the food presentation, mentioning that it was unappealing, sloppy, or lacking effort in its display.', 'mixed': 'The review has both positive and negative comments about the food presentation, or the statement is unclear.', 'not mentioned': 'The review does not mention the presentation of the food.'}","{'positive': 2, 'negative': -2, 'mixed': 1, 'not mentioned': 0}"
Booking Experience,"'Booking Experience' refers to the ease and efficiency of making a reservation, including the availability of tables, promptness and courtesy of responses, and the process of handling special requests or adjustments. A smooth booking experience can build positive anticipation and convenience for the dining experience.",How was the booking experience detailed in the review?,"['positive', 'negative', 'neutral', 'not mentioned']","{'positive': 'Review mentions an easy, efficient, courteously handled reservation process, such as quick confirmation, accommodating changes, and handling special requests.', 'negative': 'Review mentions difficulties or inconveniences with making reservations, such as unresponsive staff, rejection without clear reasons, or problems with table availability.', 'neutral': ""The reviewer mentions the booking process but doesn't clearly indicate whether it was positive or negative."", 'not mentioned': 'The review does not mention the booking process or experience at all.'}","{'positive': 2, 'negative': -2, 'neutral': 0, 'not mentioned': 0}"
Restaurant Cleanliness,"'Restaurant Cleanliness' refers to how clean and tidy the restaurant premises are, including common areas, dining area, restrooms, and kitchen if visible. A clean restaurant shows respect towards health and hygiene standards which enhances customers' comfort and trust. Poor cleanliness can lead to negative reviews and ratings.",What does the review say about the cleanliness of the restaurant?,"['very clean', 'mostly clean', 'not clean', 'not mentioned']","{'very clean': 'Review praises the cleanliness of the restaurant, remarking positively about the tidiness of the dining area, restrooms, or kitchen.', 'mostly clean': 'Review mentions the restaurant is mostly clean with few minor issues or a single instance of uncleanliness.', 'not clean': 'The review mentions that the restaurant is not clean. This could be reports of trash, dirty tables, untidy bathrooms, or a dirty kitchen area.', 'not mentioned': 'The review does not mention the cleanliness of the restaurant.'}","{'very clean': 2, 'mostly clean': 1, 'not clean': -1, 'not mentioned': 0}"
Variety of Menu Options,"The Variety of Menu Options concept refers to how the reviewers perceive the range of food items offered in the restaurant's menu. It captures whether the menu offers diverse choices that cater to different tastes and dietary needs, including vegetarian, vegan, gluten-free options, etc. A wide variety could be appealing to some customers, while others might prefer a limited, specialized menu.",What does the review say about the range of menu options offered in the restaurant?,"['wide variety', 'limited variety', 'not mentioned', 'uncertain']","{'wide variety': 'The reviewer mentions that the restaurant offers a wide range of menu options, catering to diverse tastes and dietary needs.', 'limited variety': 'The reviewer mentions that the restaurant offers a limited or narrow range of menu options, which might be specialized or targeting a specific niche.', 'not mentioned': 'The review does not mention anything about the range of menu options offered by the restaurant.', 'uncertain': ""The review is ambiguous or unclear about the range of options in the restaurant's menu.""}","{'wide variety': 1, 'limited variety': -1, 'not mentioned': 0, 'uncertain': 0}"
Restaurant Decor and Cleanliness,"The 'Restaurant Decor and Cleanliness' concept refers to the look and feel of the restaurant including its design, furnishing, table arrangement, colour scheme, cleanliness etc. It accounts for the visual appeal of the restaurant and whether the dining area and common areas are clean and tidy. Poor décor or lack of cleanliness is often associated with negative reviews.",What does the review reveal about the restaurant's decor and cleanliness?,"['applaudible', 'acceptable', 'unpleasant', 'not mentioned']","{'applaudible': 'The review gives high praise to both the decorating style and cleanliness of the restaurant. The decor creates an appealing ambiance and the restaurant premises are very clean.', 'acceptable': ""The review mentions the decor and cleanliness in an alright manner. The decor might not be very impressive, but it serves its purpose and doesn't perturb the dining experience and the cleanliness is also satisfactory."", 'unpleasant': ""The review shows discontentment towards restaurant's decor and cleanliness. It discusses about the displeasing or non-existent decor or poor cleanliness hygiene standards that had a negative impact on the reviewer's overall experience."", 'not mentioned': 'The review does not specifically mention anything about decor or cleanliness of the restaurant.'}","{'applaudible': 2, 'acceptable': 1, 'unpleasant': -1, 'not mentioned': 0}"
Meal Variety,"Meal Variety refers to the range or assortment of different meals or dishes available at the restaurant. A diverse variety could include various types of dishes, cuisines, drinks, accompaniments, etc. Whereas, a limited variety refers to a limited selection, less novelty, or lack of options for certain dietary needs.",What is the review's mention of the meal variety offered at the restaurant?,"['diverse variety', 'limited variety', 'uncertain', 'not mentioned']","{'diverse variety': 'The review mentions a high degree of meal variety, including different types of dishes, cuisines, drinks, accommodative to varied dietary needs, etc.', 'limited variety': 'The review mentions a lack of variety in the meal options, repetitiveness of dishes, lack of certain cuisines or dietary accommodations, etc.', 'uncertain': ""The review is ambiguous or unclear about the restaurant's meal variety."", 'not mentioned': 'The review does not mention meal variety.'}","{'diverse variety': 1, 'limited variety': -1, 'uncertain': 0, 'not mentioned': 0}"
Customer Privacy,"'Customer Privacy' refers to the feeling of personal space and privacy experienced by the customer while dining. Factors influencing this could include table spacing, noise levels, interruptions by staff, and overall restaurant layout. A high level of privacy enhances the dining experience, while frequent interruptions, overcrowded spaces, or intrusive staff can inhibit privacy.",Does the review mention anything about the level of privacy experienced during the dining?,"['high privacy', 'moderate privacy', 'low privacy', 'not mentioned']","{'high privacy': 'The review mentions a high level of privacy with adequate personal space and minimal interruptions.', 'moderate privacy': 'The review mentions a moderate level of privacy with occasional interruptions or somewhat cramped seating, but overall acceptable.', 'low privacy': 'The review mentions a low level of privacy with frequent interruptions, overloud music that hampers conversations, or too close seating arrangements.', 'not mentioned': 'The review does not mention anything about the level of privacy.'}","{'high privacy': 2, 'moderate privacy': 1, 'low privacy': -1, 'not mentioned': 0}"
